Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
38090484,38102827,Fchsd1,38100886,38102581
152862681,152865522,Gm5947,152862681,152865522
152892629,152903681,Samt1d,152892629,152903681
29476408,29495279,Mtif2,29489971,29492021
29476408,29495279,Mtif2,29476448,29495279
29476408,29495279,Mtif2,29476450,29490165
29476408,29495279,Mtif2,29476408,29483397
29476408,29495279,Mtif2,29476436,29483916
29476408,29495279,Mtif2,29483290,29490272
29476408,29495279,Mtif2,29476447,29480228
29476408,29495279,Mtif2,29476457,29495248
133195974,133206718,Tmem35a,133195974,133206718
124746826,124756690,Lrrc23,124746832,124756690
124746826,124756690,Lrrc23,124747568,124751573
124746826,124756690,Lrrc23,124755225,124756680
124746826,124756690,Lrrc23,124755864,124756667
124746826,124756690,Lrrc23,124746826,124756681
54512161,54569154,Acsbg1,54512161,54569154
54512161,54569154,Acsbg1,54535805,54550442
54512161,54569154,Acsbg1,54535831,54554630
54512161,54569154,Acsbg1,54535851,54568979
54512161,54569154,Acsbg1,54553467,54554501
152913954,152916967,Gm5645,152913954,152916967
15213750,15373827,Obox3,15359227,15361801
15213750,15373827,Obox3,15359405,15361691
15213750,15373827,Obox3,15359642,15373827
15213750,15373827,Obox3,15360029,15373702
15213750,15373827,Obox3,15360091,15373702
15213750,15373827,Obox3,15360213,15373341
15213750,15373827,Obox3,15359231,15373702
15213750,15373827,Obox3,15213750,15361801
152935685,152938505,Gm16445,152935685,152938505
152965909,152969145,Gm6620,152965909,152969145
152981750,152982232,Gm15147,152981750,152982232
153009497,153010095,Gm5060,153009497,153010095
153020230,153022499,Gm15141,153020230,153022499
153122221,153126388,Samt2b,153122221,153126388
153182574,153185040,Gm5646,153182574,153185040
124785624,124787582,Spsb2,124785624,124787582
124785624,124787582,Spsb2,124785848,124787299
124785624,124787582,Spsb2,124785869,124787582
124785624,124787582,Spsb2,124785882,124786901
124785624,124787582,Spsb2,124786261,124787582
153219052,153219698,Gm8569,153219052,153219698
153264998,153267678,Samt4,153264998,153267678
153358224,153362356,Samt2,153358224,153362356
40911191,40913210,Gm48057,40911191,40913210
40922837,40925100,Gm19611,40922837,40925100
40945973,40948281,Gpr6,40945973,40948281
124194638,124219689,1700006A11Rik,124194638,124219689
124194638,124219689,1700006A11Rik,124194873,124219640
107944554,107944646,Mir6397,107944554,107944646
70010183,70016510,Gm3086,70010183,70016510
70010183,70016510,Gm3086,70016068,70016377
40951364,40977790,Gm32284,40951364,40977790
40979000,41014192,Gm32338,40979000,41014192
47499923,47552009,Elf4,47499923,47543046
47499923,47552009,Elf4,47505535,47552009
47499923,47552009,Elf4,47499926,47552009
54598420,54598786,Gm7368,54598420,54598786
63132241,63253228,Col27a1,63132241,63211068
63132241,63253228,Col27a1,63133649,63193330
63132241,63253228,Col27a1,63133672,63253228
63132241,63253228,Col27a1,63152523,63251950
63132241,63253228,Col27a1,63200904,63251957
63132241,63253228,Col27a1,63201750,63251986
63132241,63253228,Col27a1,63249230,63252375
41064168,41179256,Fig4,41064168,41179256
115471165,115471651,Ighv1-64,115471165,115471651
83803762,83807075,Gm36278,83803762,83807075
37138881,37167034,Slc37a2,37138881,37167034
37138881,37167034,Slc37a2,37141612,37166710
37138881,37167034,Slc37a2,37141808,37146450
124787549,124791259,Tpi1,124787549,124791259
124787549,124791259,Tpi1,124787550,124791121
124787549,124791259,Tpi1,124788222,124790033
124787549,124791259,Tpi1,124788235,124788849
124787549,124791259,Tpi1,124789412,124789803
124787549,124791259,Tpi1,124790427,124791117
124787549,124791259,Tpi1,124787555,124791259
31468847,31470067,Gm9359,31468847,31470067
115482960,115483402,Ighv8-10,115482960,115483402
115489971,115490579,Gm18340,115489971,115490579
70011786,70033776,Sav1,70011786,70033776
70011786,70033776,Sav1,70011822,70024657
70011786,70033776,Sav1,70029887,70031031
115495676,115496105,Ighv1-65,115495676,115496105
124204304,124204413,Gm22575,124204304,124204413
124214078,124215774,Gm42823,124214078,124215774
15150329,15151350,Gm15678,15150329,15151350
124295223,124295352,,124295223,124295352
124350001,124374750,1700003H04Rik,124350001,124374740
124350001,124374750,1700003H04Rik,124359537,124374741
124350001,124374750,1700003H04Rik,124366866,124374750
124350001,124374750,1700003H04Rik,124366867,124372150
124350001,124374750,1700003H04Rik,124366867,124374743
124350001,124374750,1700003H04Rik,124350001,124374740
15191044,15421982,Gm7706,15191044,15421982
15191044,15421982,Gm7706,15191194,15216404
115509689,115510017,Gm9238,115509689,115510017
70017160,70019569,Gm19144,70017160,70019569
15232089,15239612,Gm45271,15232089,15239612
15277405,15277537,Gm24231,15277405,15277537
15425639,15432429,Gm35392,15425639,15432429
70027660,70029242,Gm19221,70027660,70029242
15462324,15462416,5S_rRNA,15462324,15462416
15463980,15464089,,15463980,15464089
15468536,15468645,,15468536,15468645
15487866,15488160,Gm45678,15487866,15488160
115530769,115531211,Ighv8-11,115530769,115531211
53964762,53976456,Aga,53964762,53976369
53964762,53976456,Aga,53964762,53976373
53964762,53976456,Aga,53964833,53976456
70041564,70041666,U6,70041564,70041666
115554043,115554816,Rpl7a-ps2,115554043,115554816
115556730,115557211,Ighv1-66,115556730,115557211
115567560,115567996,Ighv1-67,115567560,115567996
115567560,115567996,Ighv1-67,115567560,115567853
41092041,41092172,,41092041,41092172
41179976,41310530,Ak9,41179976,41310530
115574960,115575253,Ighv1-68,115574960,115575253
27856393,27857199,Gm9891,27856393,27857199
27863885,27867317,Gm20555,27863885,27867317
28041095,28041575,Gm19883,28041095,28041575
178052999,178056265,Ppp1r3d,178052999,178056265
115579293,115580441,Gm5660,115579293,115580441
28053185,28118538,Gm31458,28053185,28118538
153418547,153422143,Gm15142,153418547,153422143
153494254,153494361,Gm22359,153494254,153494361
28123345,28123707,Gm8472,28123345,28123707
153557449,153558434,Gm8577,153557449,153558434
126188182,126194113,Il27,126188182,126194113
28154247,28155608,Gm49233,28154247,28155608
119708550,119708884,Gm13998,119708550,119708884
115580427,115581409,Gm9245,115580427,115581409
178056317,178066221,Fam217b,178056317,178066221
178056317,178066221,Fam217b,178056375,178062083
115586781,115587215,Ighv1-69,115586781,115587215
115586781,115587215,Ighv1-69,115586781,115587215
153669801,153673263,Cldn34b1,153669801,153673263
28191040,28192268,Gm49234,28191040,28192268
98595417,98620261,Med24,98595417,98619660
98595417,98620261,Med24,98595417,98620261
98595417,98620261,Med24,98595669,98597306
98595417,98620261,Med24,98595726,98620193
98595417,98620261,Med24,98595726,98620236
98595417,98620261,Med24,98597253,98598077
98595417,98620261,Med24,98598092,98598829
98595417,98620261,Med24,98599668,98620244
98595417,98620261,Med24,98600472,98601892
98595417,98620261,Med24,98608736,98609636
98595417,98620261,Med24,98609377,98620200
98595417,98620261,Med24,98609464,98620229
153707008,153718983,Magea6,153707008,153718983
153707008,153718983,Magea6,153707008,153709111
89239922,89257029,Ncaph2,89239922,89257029
89239922,89257029,Ncaph2,89239939,89257029
89239922,89257029,Ncaph2,89239939,89257029
89239922,89257029,Ncaph2,89239966,89257029
89239922,89257029,Ncaph2,89240008,89248083
89239922,89257029,Ncaph2,89240024,89248107
89239922,89257029,Ncaph2,89240117,89249534
89239922,89257029,Ncaph2,89253895,89254878
89239922,89257029,Ncaph2,89254081,89255443
89239922,89257029,Ncaph2,89254236,89255392
89239922,89257029,Ncaph2,89254501,89255135
89239922,89257029,Ncaph2,89254850,89255727
89239922,89257029,Ncaph2,89254956,89255766
41238833,41240960,Gm18305,41238833,41240960
41254892,41256877,Gm18986,41254892,41256877
41263896,41264002,U6,41263896,41264002
41279543,41279827,Gm47473,41279543,41279827
41284169,41284273,5S_rRNA,41284169,41284273
41326379,41341570,Zbtb24,41326379,41341570
41326379,41341570,Zbtb24,41326423,41341570
41326379,41341570,Zbtb24,41326431,41329464
41326379,41341570,Zbtb24,41331207,41332604
41326379,41341570,Zbtb24,41332127,41340424
153731539,153732501,Magea3,153731539,153732501
115611565,115612007,Ighv8-12,115611565,115612007
115611565,115612007,Ighv8-12,115611581,115611981
65069100,65070019,Gm13594,65069100,65070019
30358117,30376034,Gm7644,30358117,30376034
153754203,153757717,Gm6645,153754203,153757717
68433426,68457923,Rnmt,68433426,68457923
68433426,68457923,Rnmt,68433463,68442488
68433426,68457923,Rnmt,68433469,68448521
68433426,68457923,Rnmt,68433471,68454977
68433426,68457923,Rnmt,68433493,68444753
68433426,68457923,Rnmt,68438068,68439265
68433426,68457923,Rnmt,68450562,68452315
68433426,68457923,Rnmt,68452068,68457922
153762335,153762444,U6,153762335,153762444
153768771,153778846,Magea8,153768771,153778846
68734785,68771190,Adam7,68734785,68771138
68734785,68771190,Adam7,68735277,68747420
68734785,68771190,Adam7,68770450,68771190
83972517,83972623,U6,83972517,83972623
15214099,15215706,Obox3-ps6,15214099,15215706
65107761,65108770,Gm13592,65107761,65108770
115622633,115623256,Gm6105,115622633,115623256
65126522,65127713,Gm13593,65126522,65127713
124382161,124382806,Gm9379,124382161,124382806
15235747,15236694,Obox4-ps30,15235747,15236694
115652460,115652509,Gm44782,115652460,115652509
83987303,83997077,Gm30873,83987303,83997077
115655509,115655942,Ighv1-70,115655509,115655942
124633158,124730509,Gm42825,124633158,124730509
178072324,178129159,Cdh26,178072324,178129157
178072324,178129159,Cdh26,178072400,178129159
178072324,178129159,Cdh26,178102423,178108365
153810197,153876662,Magea2,153810480,153815496
153810197,153876662,Magea2,153810483,153876662
153810197,153876662,Magea2,153810197,153816288
15261971,15262352,Ranbp2-ps9,15261971,15262352
84085201,84088434,Gm44933,84085201,84088434
115659340,115659414,Mir6388,115659340,115659414
115705825,115706267,Ighv1-71,115705825,115706267
115705825,115706267,Ighv1-71,115705825,115706126
15300410,15300794,Ranbp2-ps10,15300410,15300794
84092039,84093759,Gm45175,84092039,84093759
72967311,72969417,Gm43499,72967311,72969417
124642238,124642535,7SK,124642238,124642535
15323578,15325285,Obox4-ps31,15323578,15325285
15587582,15588922,Gm45677,15587582,15588922
73069930,73072285,Gm9870,73069930,73072285
73069930,73072285,Gm9870,73071639,73072285
124835911,124836922,Gm9381,124835911,124836922
15630279,15633962,Gm35453,15630279,15633962
15327156,15327260,U6,15327156,15327260
15631943,15634719,Gm45676,15631943,15634719
15376113,15377133,Obox4-ps32,15376113,15377133
125010564,125013202,Gm42826,125010564,125013202
15387258,15387549,Gtpbp4-ps6,15387258,15387549
105418568,105441564,Gbp6,105418568,105441550
105418568,105441564,Gbp6,105420277,105441562
105418568,105441564,Gbp6,105420279,105441564
15634723,15720425,Gm45408,15634723,15720425
153829606,153829715,U6,153829606,153829715
15679981,15683409,Gm45675,15679981,15683409
84178162,84232739,Gm2115,84178162,84232739
84178162,84232739,Gm2115,84178346,84225049
15927664,15928196,Gm7128,15927664,15928196
153836057,153846141,Magea5,153836341,153846141
153836057,153846141,Magea5,153836057,153844549
75012424,75013475,Hnrnpa1l2-ps,75012424,75013475
115721604,115722081,Ighv1-72,115721604,115722081
54039902,54092100,Neil3,54039902,54092100
54039902,54092100,Neil3,54042068,54044640
54039902,54092100,Neil3,54058671,54064464
54039902,54092100,Neil3,54058671,54064518
54039902,54092100,Neil3,54058697,54065599
54039902,54092100,Neil3,54059350,54092001
54039902,54092100,Neil3,54062543,54091713
84067746,84214184,Trim2,84067746,84212116
84067746,84214184,Trim2,84067747,84167119
84067746,84214184,Trim2,84067748,84128196
84067746,84214184,Trim2,84070644,84120145
84067746,84214184,Trim2,84071014,84128152
84067746,84214184,Trim2,84071029,84178098
84067746,84214184,Trim2,84084558,84097830
84067746,84214184,Trim2,84095673,84128181
84067746,84214184,Trim2,84097969,84098855
84067746,84214184,Trim2,84099507,84212704
84067746,84214184,Trim2,84099518,84212753
84067746,84214184,Trim2,84100666,84166676
84067746,84214184,Trim2,84113777,84128168
84067746,84214184,Trim2,84115086,84128181
84067746,84214184,Trim2,84115688,84128181
84067746,84214184,Trim2,84164990,84166676
84067746,84214184,Trim2,84207269,84212048
84067746,84214184,Trim2,84212153,84214184
84067746,84214184,Trim2,84069181,84128184
33845388,33855564,Serpinb6d,33845388,33855564
33845388,33855564,Serpinb6d,33845458,33855512
90463409,90577185,Aldh1l1,90463409,90536368
90463409,90577185,Aldh1l1,90527771,90577185
90463409,90577185,Aldh1l1,90527787,90576151
90463409,90577185,Aldh1l1,90527825,90536943
90463409,90577185,Aldh1l1,90527830,90576142
90463409,90577185,Aldh1l1,90544688,90547866
90463409,90577185,Aldh1l1,90566332,90574056
153871682,153872789,Magea1,153871682,153872789
15425575,15427285,Obox4-ps33,15425575,15427285
153907913,153911408,Cldn34b2,153907913,153911408
84203395,84206459,Gm45174,84203395,84206459
115728953,115729255,Ighv8-13,115728957,115729255
115728953,115729255,Ighv8-13,115728953,115729255
15429138,15429242,U6,15429138,15429242
126222421,126230033,Nupr1,126222421,126224848
126222421,126230033,Nupr1,126222424,126226182
126222421,126230033,Nupr1,126222450,126224516
126222421,126230033,Nupr1,126222614,126224647
126222421,126230033,Nupr1,126224120,126225188
126222421,126230033,Nupr1,126224120,126230033
24747222,24747718,Rab26os,24747222,24747718
24747222,24747718,Rab26os,24747241,24747717
153922892,153923023,Gm25429,153922892,153923023
153933948,153934307,Gm4997,153933948,153934307
153938191,153939184,Amd-ps1,153938191,153939184
153962277,153962906,Gm8595,153962277,153962906
153968675,153969376,Gm15157,153968675,153969376
24747450,24747527,Snord60,24747450,24747527
24752836,24765505,Gm33508,24752836,24765505
24752836,24765505,Gm33508,24752888,24765007
115736963,115738611,Gm9251,115736963,115738611
47563821,47602440,Aifm1,47563821,47602303
47563821,47602440,Aifm1,47563821,47602436
47563821,47602440,Aifm1,47563821,47602440
47563821,47602440,Aifm1,47563822,47571773
47563821,47602440,Aifm1,47574335,47575395
33870440,33873491,Gm11389,33870440,33873491
34823236,34832423,Agpat1,34823236,34830671
34823236,34832423,Agpat1,34823818,34830370
34823236,34832423,Agpat1,34824835,34831417
34823236,34832423,Agpat1,34824835,34832423
34823236,34832423,Agpat1,34824947,34831865
34823236,34832423,Agpat1,34827988,34832422
34823236,34832423,Agpat1,34828579,34832392
34823236,34832423,Agpat1,34829234,34830151
33884456,33885085,Gm26701,33884456,33885085
53118657,53118768,5S_rRNA,53118657,53118768
33902259,33906038,Gm11392,33902259,33906038
115754213,115754647,Ighv1-73,115754213,115754647
89709371,90809162,Anks1b,89709371,90806081
89709371,90809162,Anks1b,89709400,90346491
89709371,90809162,Anks1b,89709500,90802254
89709371,90809162,Anks1b,89832405,89869141
89709371,90809162,Anks1b,89882484,89906940
89709371,90809162,Anks1b,89906973,89915325
89709371,90809162,Anks1b,90411589,90809162
89709371,90809162,Anks1b,90412114,90757175
89709371,90809162,Anks1b,90412239,90806120
89709371,90809162,Anks1b,90412379,90807321
89709371,90809162,Anks1b,90412432,90807564
89709371,90809162,Anks1b,90412474,90806074
89709371,90809162,Anks1b,90412553,90806726
89709371,90809162,Anks1b,90412580,90807526
89709371,90809162,Anks1b,90412598,90807564
89709371,90809162,Anks1b,90412611,90435816
89709371,90809162,Anks1b,90412612,90423011
89709371,90809162,Anks1b,90412628,90423158
89709371,90809162,Anks1b,90412663,90806841
89709371,90809162,Anks1b,90412677,90807853
89709371,90809162,Anks1b,90412827,90806081
89709371,90809162,Anks1b,90412854,90805682
89709371,90809162,Anks1b,90664973,90777327
89709371,90809162,Anks1b,90664983,90733179
89709371,90809162,Anks1b,90665290,90777300
89709371,90809162,Anks1b,90665296,90806074
89709371,90809162,Anks1b,90665428,90807319
89709371,90809162,Anks1b,90665643,90807146
89709371,90809162,Anks1b,90665681,90750599
89709371,90809162,Anks1b,90665705,90757200
89709371,90809162,Anks1b,90731040,90805954
89709371,90809162,Anks1b,90730960,90807319
89709371,90809162,Anks1b,89709534,90519559
33913016,33913832,Gm11394,33913016,33913832
53121245,53135109,Nfil3,53121245,53135109
115766268,115766700,Ighv1-74,115766268,115766700
115766268,115766700,Ighv1-74,115766268,115766700
68800829,68819544,Adamdec1,68800829,68819544
33925223,33926021,Gm11395,33925223,33926021
53170238,53172221,Gm33424,53170238,53172221
84224923,84225050,Gm44928,84224923,84225050
105470908,105494338,Gbp11,105470908,105494338
105470908,105494338,Gbp11,105474346,105491795
33950903,33995585,Vmn2r-ps94,33950903,33995585
15453588,15454107,Obox4-ps34,15453588,15454107
53182954,53189126,Gm48336,53182954,53189126
15459851,15460237,Ranbp2-ps11,15459851,15460237
115772047,115772480,Ighv8-14,115772047,115772480
34016328,34027391,Serpinb6e,34016328,34027391
34016328,34027391,Serpinb6e,34024986,34027391
126247715,126248766,2510046G10Rik,126247715,126248766
126247715,126248766,2510046G10Rik,126248395,126248742
31534828,31549615,Cbll1,31534828,31549554
31534828,31549615,Cbll1,31534828,31549556
31534828,31549615,Cbll1,31534935,31549615
31534828,31549615,Cbll1,31536900,31549556
31534828,31549615,Cbll1,31537278,31549615
15484056,15493725,Obox5,15484056,15492581
